image_name,season,avg_skin_r,avg_skin_g,avg_skin_b,avg_skin_L,avg_skin_a,avg_skin_b_lab,avg_skin_C,avg_skin_H,skin_darkness,cheek_L_diff,cheek_a_diff,cheek_b_diff,cheek_C_diff,cheek_H_diff,forehead_vs_cheeks_L_diff,forehead_vs_cheeks_a_diff,forehead_vs_cheeks_b_diff,forehead_vs_cheeks_C_diff,forehead_vs_cheeks_H_diff,avg_eye_L,avg_eye_a,avg_eye_b_lab,avg_eye_C,avg_eye_H,eye_vs_skin_L_diff,eye_darkness,is_hair_visible,is_hair_natural,natural_hair_color,used_observed_hair,hair_L,hair_a,hair_b_lab,hair_C,hair_H,hair_darkness,skin_eye_L_diff,skin_hair_L_diff,eye_hair_L_diff,normalized_skin_eye_L_contrast,normalized_skin_hair_L_contrast,normalized_eye_hair_L_contrast,overall_contrast_score,skin_eye_C_diff,skin_hair_C_diff,eye_hair_C_diff,skin_eye_C_ratio,skin_hair_C_ratio,eye_hair_C_ratio,overall_chroma_score,skin_eye_H_diff,skin_hair_H_diff,eye_hair_H_diff,skin_eye_a_diff,skin_eye_b_diff,skin_hair_a_diff,skin_hair_b_diff
AUT_CFD_0027.png,autumn,218.0,178.0,143.33,75.23,9.74,23.16,25.16,67.24,24.77,3.24,0.6,2.11,2.16,0.75,1.9,2.64,2.11,2.94,3.74,38.56,8.08,10.89,13.75,51.32,36.67,61.44,yes,yes,,True,66.25,7.04,21.71,22.87,70.97,33.75,36.67,8.98,27.69,0.4874,0.1194,0.418,0.3416,11.41,2.29,9.12,1.8298,1.1001,0.6012,20.59,15.92,3.73,19.65,1.66,12.27,2.7,1.45
AUT_CFD_0028.png,autumn,208.33,160.67,134.67,69.84,14.11,20.58,25.01,55.48,30.16,5.21,0.54,0.22,0.49,1.0,0.49,1.21,1.27,0.36,3.39,38.32,7.23,7.65,11.46,33.43,31.52,61.68,yes,yes,,True,59.51,14.61,26.0,29.85,60.68,40.49,31.52,10.33,21.19,0.4513,0.1479,0.3561,0.3184,13.55,4.84,18.39,2.1824,0.8379,0.3839,22.11,22.05,5.2,27.25,6.88,12.93,0.5,5.42
AUT_CFD_0029.png,autumn,218.33,180.33,158.67,76.19,10.56,16.16,19.34,56.76,23.81,3.61,0.32,0.26,0.41,0.31,0.95,1.77,0.64,1.5,3.34,36.73,6.75,1.42,8.07,1.46,39.46,63.27,yes,yes,,True,62.68,10.98,20.61,23.38,61.52,37.32,39.46,13.51,25.95,0.5179,0.1773,0.414,0.3697,11.27,4.04,15.31,2.3965,0.8272,0.3452,16.93,55.3,4.76,60.06,3.81,14.74,0.42,4.45
AUT_CFD_0030.png,autumn,169.0,120.67,85.33,54.62,14.8,26.59,30.49,60.74,45.38,5.5,0.53,3.02,2.85,2.09,3.13,1.83,1.86,0.74,4.47,46.03,7.63,15.49,17.45,62.51,8.59,53.97,yes,yes,,True,48.34,11.81,23.15,26.0,62.99,51.66,8.59,6.28,2.31,0.1573,0.115,0.0478,0.1067,13.04,4.49,8.55,1.7473,1.1727,0.6712,24.65,1.77,2.25,0.48,7.17,11.1,2.99,3.44
AUT_CFD_0031.png,autumn,194.33,150.67,135.67,65.93,14.23,14.24,20.2,44.52,34.07,6.59,0.15,3.28,2.44,5.98,3.5,2.24,3.29,3.92,2.67,29.05,7.95,2.63,9.33,10.42,36.88,70.95,yes,yes,,True,56.33,15.2,17.07,22.9,47.91,43.67,36.88,9.6,27.28,0.5594,0.1456,0.4843,0.3964,10.87,2.7,13.57,2.1651,0.8821,0.4074,17.48,34.1,3.39,37.49,6.28,11.61,0.97,2.83
AUT_CFD_0032.png,autumn,189.33,137.67,121.67,61.83,17.63,16.28,24.03,42.69,38.17,8.08,1.22,0.85,1.47,0.52,2.21,0.29,0.22,0.35,0.36,33.66,9.0,6.06,12.26,24.82,28.17,66.34,yes,yes,,True,53.48,17.43,17.9,25.01,45.46,46.52,28.17,8.35,19.82,0.4556,0.135,0.3706,0.3204,11.77,0.98,12.75,1.96,0.9608,0.4902,20.43,17.87,2.77,20.64,8.63,10.22,0.2,1.62
AUT_CFD_0033.png,autumn,193.67,146.0,137.33,64.77,16.74,11.63,20.44,34.77,35.23,9.54,1.43,1.77,2.18,1.76,3.18,1.03,0.39,0.63,2.42,29.0,8.91,2.33,10.18,6.81,35.77,71.0,yes,yes,,True,63.66,14.84,15.75,21.7,46.56,36.34,35.77,1.11,34.66,0.5523,0.0171,0.5445,0.3713,10.26,1.26,11.52,2.0079,0.9419,0.4691,17.44,27.96,11.79,39.75,7.83,9.3,1.9,4.12
AUT_CFD_0034.png,autumn,192.0,144.0,119.33,63.68,15.03,20.04,25.11,52.96,36.32,12.18,0.83,2.44,2.41,2.22,1.55,2.37,2.25,0.44,7.38,39.91,7.78,1.06,9.52,356.06,23.77,60.09,yes,yes,,True,51.6,11.69,15.72,19.67,51.97,48.4,23.77,12.08,11.69,0.3733,0.1897,0.2266,0.2632,15.59,5.44,10.15,2.6376,1.2766,0.484,18.1,56.9,0.99,55.91,7.25,18.98,3.34,4.32
AUT_CFD_0035.png,autumn,190.33,140.67,124.33,62.86,16.63,16.28,23.32,44.22,37.14,9.85,0.95,1.58,1.81,1.18,5.98,1.85,1.66,2.51,0.05,29.68,6.62,0.9,8.11,358.02,33.18,70.32,yes,yes,,True,54.11,16.36,18.41,24.66,47.96,45.89,33.18,8.75,24.43,0.5278,0.1392,0.4515,0.3728,15.21,1.34,16.55,2.8755,0.9457,0.3289,18.7,46.2,3.74,49.94,10.01,15.38,0.27,2.13
AUT_CFD_0036.png,autumn,189.0,139.67,123.67,62.42,16.52,16.15,23.16,44.0,37.58,9.95,0.65,3.31,2.74,4.69,0.19,1.37,0.44,1.27,1.35,32.53,8.09,1.97,9.55,2.91,29.89,67.47,yes,yes,,True,51.01,14.77,17.09,22.68,46.75,48.99,29.89,11.41,18.48,0.4789,0.1828,0.3623,0.3413,13.61,0.48,13.13,2.4251,1.0212,0.4211,18.46,41.09,2.75,43.84,8.43,14.18,1.75,0.94
AUT_CFD_0037.png,autumn,193.67,148.0,131.33,65.12,15.07,15.48,21.62,45.73,34.88,14.6,2.11,2.86,3.52,1.43,5.5,1.08,0.48,0.41,2.9,35.26,11.04,3.34,12.44,10.56,29.86,64.74,yes,yes,,True,63.12,14.75,16.62,22.24,48.27,36.88,29.86,2.0,27.86,0.4585,0.0307,0.4414,0.3102,9.18,0.62,9.8,1.7379,0.9721,0.5594,18.77,35.17,2.54,37.71,4.03,12.14,0.32,1.14
AUT_CFD_0038.png,autumn,201.33,155.33,143.0,67.95,15.45,13.13,20.38,39.79,32.05,9.19,1.74,3.79,3.66,5.99,0.01,1.11,2.33,0.67,7.41,33.67,7.51,1.05,9.07,0.1,34.28,66.33,yes,yes,,True,57.74,13.49,15.9,20.93,48.3,42.26,34.28,10.21,24.07,0.5045,0.1503,0.4169,0.3572,11.31,0.55,11.86,2.247,0.9737,0.4333,16.79,39.69,8.51,48.2,7.94,12.08,1.96,2.77
AUT_CFD_0039.png,autumn,214.0,165.0,141.0,71.59,14.62,19.55,24.44,53.3,28.41,1.78,1.02,0.49,1.03,1.13,4.59,3.08,1.79,3.24,3.32,42.87,8.41,7.87,11.83,40.11,28.72,57.13,yes,yes,,True,63.44,13.55,22.72,26.49,58.72,36.56,28.72,8.15,20.57,0.4012,0.1138,0.3242,0.2797,12.61,2.05,14.66,2.0659,0.9226,0.4466,20.92,13.19,5.42,18.61,6.21,11.68,1.07,3.17
AUT_CFD_0040.png,autumn,223.67,181.0,165.33,76.97,13.37,13.65,19.13,45.6,23.03,3.45,0.64,1.13,0.36,3.62,4.2,1.11,1.59,1.92,0.98,35.66,11.22,6.38,13.39,24.5,41.31,64.34,yes,yes,,True,75.69,10.4,13.94,17.44,52.97,24.31,41.31,1.28,40.03,0.5367,0.0166,0.5289,0.3607,5.74,1.69,4.05,1.4287,1.0969,0.7678,16.65,21.1,7.37,28.47,2.15,7.27,2.97,0.29
AUT_CFD_0041.png,autumn,215.33,167.67,145.0,72.41,14.56,18.53,23.63,51.83,27.59,5.14,0.81,2.1,1.14,4.65,4.66,1.75,0.47,1.45,2.9,24.84,11.18,4.5,12.74,16.6,47.57,75.16,yes,yes,,True,71.04,10.62,18.17,21.08,59.84,28.96,47.57,1.37,46.2,0.657,0.0189,0.6503,0.4421,10.89,2.55,8.34,1.8548,1.121,0.6044,19.15,35.23,8.01,43.24,3.38,14.03,3.94,0.36
AUT_CFD_0042.png,autumn,220.0,178.33,161.33,75.94,12.46,14.49,19.17,49.45,24.06,5.5,0.33,0.5,0.13,1.56,2.91,0.34,0.37,0.52,0.17,29.9,9.73,5.29,11.65,23.85,46.04,70.1,yes,yes,,True,67.23,10.76,15.0,18.49,53.73,32.77,46.04,8.71,37.33,0.6063,0.1147,0.5553,0.4254,7.52,0.68,6.84,1.6455,1.0368,0.6301,16.44,25.6,4.28,29.88,2.73,9.2,1.7,0.51
AUT_CFD_0043.png,autumn,216.33,169.0,146.33,72.93,14.44,18.34,23.46,51.85,27.07,0.64,0.84,1.43,1.67,0.73,7.67,4.06,1.04,1.63,9.78,20.0,8.84,3.2,9.79,14.51,52.93,80.0,yes,yes,,True,60.78,10.85,17.2,20.47,54.73,39.22,52.93,12.15,40.78,0.7258,0.1666,0.6709,0.5211,13.67,2.99,10.68,2.3963,1.1461,0.4783,17.91,37.34,2.88,40.22,5.6,15.14,3.59,1.14
AUT_CFD_0044.png,autumn,212.67,155.33,141.33,69.15,19.51,15.74,25.21,39.3,30.85,3.93,0.66,0.82,0.99,0.72,5.7,4.08,1.58,2.14,8.52,30.43,9.55,7.37,12.34,33.59,38.72,69.57,yes,yes,,True,62.81,13.05,15.86,20.59,50.45,37.19,38.72,6.34,32.38,0.5599,0.0917,0.5155,0.389,12.87,4.62,8.25,2.0429,1.2244,0.5993,19.38,5.71,11.15,16.86,9.96,8.37,6.46,0.12
AUT_CFD_0045.png,autumn,214.33,164.33,136.0,71.43,14.77,21.97,26.51,56.12,28.57,2.86,0.0,1.83,1.5,2.18,2.99,0.57,0.77,0.28,1.95,32.23,8.77,6.07,11.04,29.75,39.2,67.77,yes,yes,,True,56.23,11.28,17.1,20.62,53.69,43.77,39.2,15.2,24.0,0.5488,0.2128,0.4268,0.3961,15.47,5.89,9.58,2.4013,1.2856,0.5354,19.39,26.37,2.43,23.94,6.0,15.9,3.49,4.87
AUT_CFD_0046.png,autumn,227.33,187.0,170.33,78.9,12.17,14.04,18.62,49.3,21.1,4.43,1.59,1.75,2.38,0.03,6.39,3.46,1.6,3.44,5.25,38.02,7.19,6.53,10.28,35.58,40.88,61.98,yes,yes,,True,71.12,9.89,15.07,18.05,56.65,28.88,40.88,7.78,33.1,0.5181,0.0986,0.4654,0.3607,8.34,0.57,7.77,1.8113,1.0316,0.5695,15.65,13.72,7.35,21.07,4.98,7.51,2.28,1.03
AUT_CFD_0047.png,autumn,227.0,185.67,152.33,78.21,10.16,22.67,24.87,65.93,21.79,1.81,0.77,1.16,1.39,0.47,1.77,1.63,0.81,1.39,2.63,36.06,6.07,7.38,9.79,48.8,42.15,63.94,yes,yes,,True,68.33,7.21,21.28,22.48,71.1,31.67,42.15,9.88,32.27,0.5389,0.1263,0.4723,0.3792,15.08,2.39,12.69,2.5403,1.1063,0.4355,19.05,17.13,5.17,22.3,4.09,15.29,2.95,1.39
AUT_CFD_0048.png,autumn,213.67,171.0,146.67,73.23,12.2,18.46,22.15,56.57,26.77,5.47,0.65,0.0,0.37,1.25,3.34,1.45,1.37,1.95,1.04,28.62,6.91,6.53,9.75,37.83,44.61,71.38,yes,yes,,True,59.6,11.96,20.94,24.15,59.94,40.4,44.61,13.63,30.98,0.6092,0.1861,0.5198,0.4384,12.4,2.0,14.4,2.2718,0.9172,0.4037,18.68,18.74,3.37,22.11,5.29,11.93,0.24,2.48
AUT_CFD_0049.png,autumn,213.33,166.33,132.0,71.66,12.85,24.24,27.46,62.03,28.34,2.72,0.44,1.81,1.8,0.96,6.6,1.42,2.2,2.62,0.53,50.55,4.86,10.76,12.0,66.92,21.11,49.45,yes,yes,,True,59.08,11.0,21.37,24.06,61.85,40.92,21.11,12.58,8.53,0.2946,0.1756,0.1444,0.2049,15.46,3.4,12.06,2.2883,1.1413,0.4988,21.17,4.89,0.18,5.07,7.99,13.48,1.85,2.87
AUT_CFD_0050.png,autumn,207.0,153.67,112.33,67.61,14.88,29.55,33.11,63.27,32.39,0.15,0.25,1.19,0.95,1.33,3.89,1.42,0.08,0.71,2.11,40.3,9.34,15.04,17.82,57.16,27.31,59.7,yes,yes,,True,58.46,12.05,26.88,29.47,65.89,41.54,27.31,9.15,18.16,0.4039,0.1353,0.3106,0.2833,15.29,3.64,11.65,1.858,1.1235,0.6047,26.8,6.11,2.62,8.73,5.54,14.51,2.83,2.67
AUT_CFD_0051.png,autumn,207.0,159.33,134.0,69.29,14.35,20.01,24.65,54.2,30.71,4.63,0.62,3.73,3.41,3.69,1.91,0.42,1.92,1.81,1.65,47.68,7.57,9.95,13.32,48.23,21.61,52.32,yes,yes,,True,51.69,10.74,21.15,23.88,63.85,48.31,21.61,17.6,4.01,0.3119,0.254,0.0776,0.2145,11.33,0.77,10.56,1.8506,1.0322,0.5578,20.62,5.97,9.65,15.62,6.78,10.06,3.61,1.14
AUT_CFD_0052.png,autumn,212.33,168.0,142.33,72.24,12.84,19.53,23.42,56.65,27.76,4.55,1.77,1.95,2.63,0.82,5.8,1.38,0.36,0.48,3.35,27.19,5.52,3.1,8.19,13.25,45.05,72.81,yes,yes,,True,60.84,11.22,22.22,24.92,63.4,39.16,45.05,11.4,33.65,0.6236,0.1578,0.5531,0.4448,15.23,1.5,16.73,2.8596,0.9398,0.3287,18.84,43.4,6.75,50.15,7.32,16.43,1.62,2.69
AUT_CFD_0053.png,autumn,210.67,167.33,142.0,71.82,12.52,19.09,22.86,56.76,28.18,0.61,0.61,2.69,2.58,2.37,8.34,2.9,2.14,3.39,3.38,38.92,3.36,9.2,10.85,60.52,32.9,61.08,yes,yes,,True,64.55,10.9,19.04,21.98,60.35,35.45,32.9,7.27,25.63,0.4581,0.1012,0.3971,0.3188,12.01,0.88,11.13,2.1069,1.04,0.4936,18.56,3.76,3.59,0.17,9.16,9.89,1.62,0.05
AUT_CFD_0054.png,autumn,215.67,169.67,149.67,73.13,14.12,16.86,22.04,50.03,26.87,2.3,0.11,0.2,0.22,0.07,0.74,2.14,0.27,1.14,4.68,33.75,9.29,7.97,12.71,33.61,39.38,66.25,yes,yes,,True,54.85,11.95,17.95,21.59,56.2,45.15,39.38,18.28,21.1,0.5385,0.25,0.3847,0.3911,9.33,0.45,8.88,1.7341,1.0208,0.5887,18.78,16.42,6.17,22.59,4.83,8.89,2.17,1.09
AUT_CFD_0055.png,autumn,202.0,168.33,147.0,71.46,9.15,15.72,18.27,59.75,28.54,3.74,0.69,1.93,1.99,1.41,6.58,2.32,0.47,0.72,6.81,36.68,6.1,4.52,8.2,29.48,34.78,63.32,yes,yes,,True,62.78,7.64,15.67,17.47,63.53,37.22,34.78,8.68,26.1,0.4867,0.1215,0.4157,0.3413,10.07,0.8,9.27,2.228,1.0458,0.4694,14.65,30.27,3.78,34.05,3.05,11.2,1.51,0.05
AUT_CFD_0056.png,autumn,211.0,172.67,155.67,73.54,11.47,14.02,18.17,50.85,26.46,2.52,0.44,1.6,1.52,2.35,4.0,2.01,0.34,1.52,4.39,36.53,8.61,7.3,11.73,36.68,37.01,63.47,yes,yes,,True,42.52,7.45,10.78,13.23,53.02,57.48,37.01,31.02,5.99,0.5033,0.4218,0.1409,0.3553,6.44,4.94,1.5,1.549,1.3734,0.8866,14.38,14.17,2.17,16.34,2.86,6.72,4.02,3.24
AUT_CFD_0057.png,autumn,216.0,173.33,142.33,73.9,11.1,21.98,24.7,63.02,26.1,0.18,0.04,0.85,0.74,0.76,1.12,1.73,0.75,0.1,4.24,35.75,8.28,8.52,12.12,40.7,38.15,64.25,yes,yes,,True,61.18,10.05,22.17,24.43,63.49,38.82,38.15,12.72,25.43,0.5162,0.1721,0.4157,0.368,12.58,0.27,12.31,2.038,1.0111,0.4961,20.42,22.32,0.47,22.79,2.82,13.46,1.05,0.19
AUT_CFD_0058.png,autumn,211.33,173.0,141.0,73.2,9.52,21.76,23.79,66.43,26.8,5.62,0.76,1.35,1.53,0.47,4.33,0.38,1.19,1.27,0.15,32.81,6.57,7.85,10.48,45.6,40.39,67.19,yes,yes,,True,59.23,8.76,22.74,24.41,68.1,40.77,40.39,13.97,26.42,0.5518,0.1908,0.4461,0.3962,13.31,0.62,13.93,2.27,0.9746,0.4293,19.56,20.83,1.67,22.5,2.95,13.91,0.76,0.98
AUT_CFD_0059.png,autumn,222.0,175.67,152.67,75.31,13.6,18.24,22.82,53.48,24.69,2.95,1.09,1.13,0.19,3.92,5.44,3.44,0.04,2.0,7.3,34.62,9.77,8.9,13.54,37.52,40.69,65.38,yes,yes,,True,70.52,11.59,18.85,22.17,58.41,29.48,40.69,4.79,35.9,0.5403,0.0636,0.5091,0.371,9.28,0.65,8.63,1.6854,1.0293,0.6107,19.51,15.96,4.93,20.89,3.83,9.34,2.01,0.61
img.png,spring,226.67,182.33,164.0,77.6,13.31,15.6,20.55,49.71,22.4,4.42,0.6,0.46,0.77,0.33,2.38,0.91,1.46,1.73,1.14,51.67,13.05,8.2,15.66,31.87,25.93,48.33,yes,yes,,True,78.27,12.93,11.94,17.63,42.67,21.73,25.93,0.67,26.6,0.3341,0.0086,0.3398,0.2275,4.89,2.92,1.97,1.3123,1.1656,0.8883,17.95,17.84,7.04,10.8,0.26,7.4,0.38,3.66
img_1.png,spring,240.33,184.33,154.67,79.26,16.34,23.03,28.36,55.21,20.74,1.35,1.37,0.76,1.44,1.25,1.52,5.4,1.44,4.24,7.79,57.08,13.0,18.29,22.77,56.52,22.18,42.92,yes,yes,,True,75.46,13.63,19.3,23.7,55.23,24.54,22.18,3.8,18.38,0.2798,0.0479,0.2436,0.1904,5.59,4.66,0.93,1.2455,1.1966,0.9608,24.94,1.31,0.02,1.29,3.34,4.74,2.71,3.73
img_2.png,spring,233.0,184.67,166.0,78.79,14.82,16.05,21.88,47.39,21.21,0.07,1.96,2.69,3.31,1.22,1.23,2.33,0.62,2.02,3.31,59.82,11.66,13.91,18.59,51.44,18.97,40.18,yes,yes,,True,75.31,15.2,19.44,24.73,51.48,24.69,18.97,3.48,15.49,0.2408,0.0442,0.2057,0.1636,3.29,2.85,6.14,1.177,0.8848,0.7517,21.73,4.05,4.09,0.04,3.16,2.14,0.38,3.39
img_5.png,spring,203.67,159.67,140.67,69.19,13.66,16.11,21.17,49.96,30.81,2.09,0.89,0.1,0.63,1.48,5.05,3.94,2.94,4.8,3.03,50.07,6.76,8.06,10.88,49.71,19.12,49.93,yes,yes,,True,68.2,13.47,19.44,23.71,54.99,31.8,19.12,0.99,18.13,0.2763,0.0143,0.2658,0.1855,10.29,2.54,12.83,1.9458,0.8929,0.4589,18.59,0.25,5.03,5.28,6.9,8.05,0.19,3.33
img_6.png,spring,232.67,174.33,147.0,75.82,17.97,22.25,28.62,51.11,24.18,0.45,1.0,1.11,1.5,0.11,2.91,0.23,2.12,1.8,2.25,53.12,15.88,17.71,23.86,49.24,22.7,46.88,yes,yes,,True,72.45,17.91,24.08,30.01,53.52,27.55,22.7,3.37,19.33,0.2994,0.0444,0.2668,0.2035,4.76,1.39,6.15,1.1995,0.9537,0.7951,27.5,1.87,2.41,4.28,2.09,4.54,0.06,1.83
img_7.png,spring,222.67,172.33,157.67,74.66,16.24,14.73,22.07,42.35,25.34,1.48,0.21,0.99,0.81,1.65,2.25,4.19,1.39,2.09,10.27,56.68,12.6,9.21,15.9,32.83,17.98,43.32,yes,yes,,True,74.36,14.22,15.27,20.91,46.49,25.64,17.98,0.3,17.68,0.2408,0.004,0.2378,0.1609,6.17,1.16,5.01,1.3881,1.0555,0.7604,19.63,9.52,4.14,13.66,3.64,5.52,2.02,0.54
img_8.png,spring,226.67,178.33,154.33,76.41,14.23,19.1,23.86,53.17,23.59,6.42,1.79,1.25,2.07,1.7,0.74,0.5,2.04,1.88,2.36,59.09,13.07,14.06,19.27,46.93,17.32,40.91,yes,yes,,True,75.9,14.8,17.75,23.15,50.0,24.1,17.32,0.51,16.81,0.2267,0.0067,0.2215,0.1516,4.59,0.71,3.88,1.2382,1.0307,0.8324,22.09,6.24,3.17,3.07,1.16,5.04,0.57,1.35
img_9.png,spring,236.67,195.67,176.33,82.13,11.85,15.19,19.31,52.11,17.87,0.22,0.79,0.86,0.15,3.6,0.79,1.82,0.18,1.27,4.02,69.47,12.07,12.63,17.52,47.38,12.66,30.53,yes,yes,,True,84.96,10.25,14.22,17.57,53.84,15.04,12.66,2.83,15.49,0.1541,0.0333,0.1823,0.1232,1.79,1.74,0.05,1.1022,1.099,0.9972,18.13,4.73,1.73,6.46,0.22,2.56,1.6,0.97
img_10.png,spring,232.67,181.0,163.0,77.73,16.25,16.6,23.27,45.61,22.27,11.3,1.0,0.67,1.21,0.48,2.17,2.63,2.5,3.63,0.17,62.98,16.43,15.47,22.62,43.38,14.75,37.02,yes,yes,,True,74.2,15.5,16.67,22.79,46.98,25.8,14.75,3.53,11.22,0.1898,0.0454,0.1512,0.1288,0.65,0.48,0.17,1.0287,1.0211,0.9925,22.89,2.23,1.37,3.6,0.18,1.13,0.75,0.07
img_11.png,spring,233.0,178.67,155.33,76.99,16.77,19.5,25.76,49.26,23.01,0.77,0.13,1.51,1.07,2.29,6.03,3.88,3.46,5.14,1.33,55.52,10.95,8.93,14.3,41.35,21.47,44.48,yes,yes,,True,72.16,15.55,20.75,25.96,52.47,27.84,21.47,4.83,16.64,0.2789,0.0627,0.2306,0.1907,11.46,0.2,11.66,1.8014,0.9923,0.5508,22.01,7.91,3.21,11.12,5.82,10.57,1.22,1.25
img_12.png,spring,225.67,176.33,161.33,75.9,15.79,14.78,21.66,43.2,24.1,5.45,0.19,0.13,0.22,0.09,1.58,1.32,0.2,0.82,2.71,55.8,10.79,6.18,13.81,16.59,20.1,44.2,yes,yes,,True,78.89,15.64,16.31,22.63,46.11,21.11,20.1,2.99,23.09,0.2648,0.0379,0.2927,0.1985,7.85,0.97,8.82,1.5684,0.9571,0.6103,19.37,26.61,2.91,29.52,5.0,8.6,0.15,1.53
img_13.png,spring,229.0,173.67,155.0,75.51,17.69,17.45,24.89,44.78,24.49,2.63,1.48,0.33,1.26,1.79,1.2,2.28,1.59,2.73,1.17,44.47,11.96,6.72,14.69,15.77,31.04,55.53,yes,yes,,True,75.11,16.41,19.67,25.64,50.0,24.89,31.04,0.4,30.64,0.4111,0.0053,0.4079,0.2748,10.2,0.75,10.95,1.6943,0.9707,0.5729,21.74,29.01,5.22,34.23,5.73,10.73,1.28,2.22
img_14.png,spring,239.33,192.67,166.67,81.3,13.15,19.34,23.43,55.98,18.7,5.31,1.14,0.4,0.98,1.73,2.22,2.15,0.6,1.67,3.84,53.11,9.46,7.03,13.2,22.55,28.19,46.89,yes,yes,,True,81.89,12.09,19.69,23.15,58.66,18.11,28.19,0.59,28.78,0.3467,0.0072,0.3514,0.2351,10.23,0.28,9.95,1.775,1.0121,0.5702,19.93,33.43,2.68,36.11,3.69,12.31,1.06,0.35
img_15.png,spring,225.67,175.33,159.33,75.61,16.05,15.22,22.14,43.43,24.39,8.23,1.84,1.23,2.18,0.94,0.03,1.91,2.05,2.8,0.6,64.52,12.25,7.94,14.72,35.3,11.09,35.48,yes,yes,,True,74.92,14.82,16.08,21.93,46.89,25.08,11.09,0.69,10.4,0.1467,0.0091,0.1388,0.0982,7.42,0.21,7.21,1.5041,1.0096,0.6712,19.6,8.13,3.46,11.59,3.8,7.28,1.23,0.86
img_16.png,spring,228.0,170.0,149.67,74.39,18.66,18.94,26.6,45.49,25.61,2.05,0.14,0.32,0.31,0.23,2.15,2.45,1.27,2.62,1.85,60.84,14.35,14.04,20.18,45.79,13.55,39.16,yes,yes,,True,76.59,17.09,18.98,25.57,48.11,23.41,13.55,2.2,15.75,0.1821,0.0287,0.2056,0.1388,6.42,1.03,5.39,1.3181,1.0403,0.7892,24.12,0.3,2.62,2.32,4.31,4.9,1.57,0.04
img_17.png,spring,236.67,192.67,168.0,81.11,12.37,18.55,22.36,56.43,18.89,4.07,1.01,0.06,0.62,1.9,3.69,0.54,1.02,1.14,0.07,58.05,10.18,15.46,18.63,59.28,23.06,41.95,yes,yes,,True,83.16,9.4,16.25,18.8,59.98,16.84,23.06,2.05,25.11,0.2843,0.0247,0.3019,0.2036,3.73,3.56,0.17,1.2002,1.1894,0.991,19.93,2.85,3.55,0.7,2.19,3.09,2.97,2.3
img_18.png,spring,211.33,150.0,121.33,67.31,19.83,24.54,31.6,50.86,32.69,3.37,0.12,0.4,0.21,0.7,5.78,1.33,2.92,3.15,1.14,52.08,16.93,17.39,24.3,45.4,15.23,47.92,yes,yes,,True,66.28,17.9,23.99,29.98,52.46,33.72,15.23,1.03,14.2,0.2263,0.0153,0.2142,0.1519,7.3,1.62,5.68,1.3004,1.054,0.8105,28.63,5.46,1.6,7.06,2.9,7.15,1.93,0.55
img_19.png,spring,208.67,144.67,103.67,65.46,19.63,31.58,37.22,58.0,34.54,1.25,0.69,2.47,2.47,1.26,2.7,1.39,3.73,3.91,1.2,50.13,14.38,20.28,24.97,54.64,15.33,49.87,yes,yes,,True,58.07,15.1,24.49,28.85,58.39,41.93,15.33,7.39,7.94,0.2342,0.1129,0.1367,0.1613,12.25,8.37,3.88,1.4906,1.2901,0.8655,30.35,3.36,0.39,3.75,5.25,11.3,4.53,7.09
img_21.png,spring,182.67,126.0,89.67,57.55,18.18,28.44,33.78,57.4,42.45,17.57,3.97,3.13,4.75,2.65,6.93,0.48,1.0,1.08,0.13,35.97,13.96,18.31,23.07,52.73,21.58,64.03,yes,yes,,True,58.53,17.94,28.92,34.07,58.19,41.47,21.58,0.98,22.56,0.375,0.0167,0.3854,0.259,10.71,0.29,11.0,1.4642,0.9915,0.6771,30.31,4.67,0.79,5.46,4.22,10.13,0.24,0.48
img_22.png,spring,245.67,197.67,177.0,83.4,14.35,16.89,22.31,50.87,16.6,0.84,1.37,0.24,1.15,2.09,2.12,4.43,1.23,3.89,6.19,46.97,5.21,2.23,6.38,9.7,36.43,53.03,yes,yes,,True,78.47,14.37,19.68,24.4,54.13,21.53,36.43,4.93,31.5,0.4368,0.0591,0.4014,0.2991,15.93,2.09,18.02,3.4969,0.9143,0.2615,17.7,41.17,3.26,44.43,9.14,14.66,0.02,2.79
img_23.png,spring,233.0,182.33,145.67,77.89,13.38,25.83,29.12,62.52,22.11,8.28,0.55,5.88,5.49,4.4,0.33,0.06,0.94,0.82,0.62,64.0,18.3,23.7,30.12,53.61,13.89,36.0,yes,yes,,True,77.97,13.67,25.91,29.33,61.98,22.03,13.89,0.08,13.97,0.1783,0.001,0.1792,0.1195,1.0,0.21,0.79,0.9668,0.9928,1.0269,29.52,8.91,0.54,8.37,4.92,2.13,0.29,0.08
SPR_0001.png,spring,227.0,167.0,143.0,73.34,19.58,21.28,29.01,47.76,26.66,5.69,1.19,2.94,2.99,1.46,5.38,4.91,2.51,5.24,3.92,53.86,24.66,23.26,34.22,45.05,19.48,46.14,yes,yes,,True,77.39,14.79,20.99,25.75,54.57,22.61,19.48,4.05,23.53,0.2656,0.0523,0.304,0.2073,5.21,3.26,8.47,0.8477,1.1266,1.3289,29.66,2.71,6.81,9.52,5.08,1.98,4.79,0.29
